cell_type cell_id component component_id X Y Z inner_radius outer_radius
axon 14 axon 0 30.0969 0.781024 41.6863 1.76168 1.76168
axon 14 axon 0 30.1475 0.770362 42.0868 1.77685 1.77685
axon 14 axon 0 30.1982 0.759687 42.4878 1.7774 1.7774
axon 14 axon 0 30.2488 0.749012 42.8888 1.77795 1.77795
axon 14 axon 0 30.2995 0.738337 43.2898 1.7785 1.7785
axon 14 axon 0 30.3502 0.727661 43.6908 1.77906 1.77906
axon 14 axon 0 30.4008 0.716986 44.0918 1.76317 1.76317
axon 14 axon 0 30.4515 0.706311 44.4928 1.74728 1.74728
axon 14 axon 0 30.5021 0.695636 44.8938 1.73139 1.73139
axon 14 axon 0 30.5528 0.684961 45.2948 1.7155 1.7155
axon 14 axon 0 30.5195 0.675548 45.6832 1.70754 1.70754
axon 14 axon 0 30.4862 0.666135 46.0715 1.69959 1.69959
axon 14 axon 0 30.4529 0.656723 46.4599 1.69164 1.69164
axon 14 axon 0 30.4195 0.64731 46.8482 1.68368 1.68368
axon 14 axon 0 30.3868 0.638072 47.2294 1.68011 1.68011
axon 14 axon 0 30.3542 0.628834 47.6105 1.67653 1.67653
axon 14 axon 0 30.3215 0.619596 47.9916 1.67295 1.67295
axon 14 axon 0 30.2888 0.610358 48.3728 1.66938 1.66938
axon 14 axon 0 30.2563 0.601198 48.7507 1.66405 1.66405
axon 14 axon 0 30.2239 0.592038 49.1286 1.65873 1.65873
axon 14 axon 0 30.1915 0.582879 49.5065 1.65341 1.65341
axon 14 axon 0 30.1591 0.573719 49.8844 1.64808 1.64808
axon 15 axon 0 14.3729 30.3207 0 1.80648 1.80648
axon 15 axon 0 14.3729 30.3207 0.410563 1.80523 1.80523
axon 15 axon 0 14.3729 30.3207 0.821126 1.80398 1.80398
axon 15 axon 0 14.3729 30.3207 1.23169 1.80273 1.80273
axon 15 axon 0 14.3729 30.3207 1.64225 1.80148 1.80148
axon 15 axon 0 14.3729 30.3207 2.05168 1.78528 1.78528
axon 15 axon 0 14.3729 30.3207 2.46111 1.76908 1.76908
axon 15 axon 0 14.3729 30.3207 2.87054 1.75287 1.75287
axon 15 axon 0 14.3729 30.3207 3.27997 1.73667 1.73667
axon 15 axon 0 14.3729 30.3207 3.68097 1.74361 1.74361
axon 15 axon 0 14.3729 30.3207 4.08198 1.75055 1.75055
axon 15 axon 0 14.3729 30.3207 4.48298 1.75749 1.75749
axon 15 axon 0 14.3729 30.3207 4.88399 1.76442 1.76442
axon 15 axon 0 14.3729 30.3207 5.28499 1.7459 1.7459
axon 15 axon 0 14.3729 30.3207 5.686 1.72737 1.72737
axon 15 axon 0 14.3729 30.3207 6.087 1.70885 1.70885
axon 15 axon 0 14.3729 30.3207 6.48801 1.69032 1.69032
axon 15 axon 0 14.3729 30.3207 6.87859 1.69737 1.69737
axon 15 axon 0 14.3729 30.3207 7.26916 1.70443 1.70443
axon 15 axon 0 14.3729 30.3207 7.65974 1.71148 1.71148
axon 15 axon 0 14.3729 30.3207 8.05032 1.71854 1.71854
axon 15 axon 0 14.3729 30.3207 8.44598 1.72413 1.72413
axon 15 axon 0 14.3729 30.3207 8.84164 1.72973 1.72973
axon 15 axon 0 14.3729 30.3207 9.2373 1.73532 1.73532
axon 15 axon 0 14.3729 30.3207 9.63296 1.74091 1.74091
axon 15 axon 0 14.3729 30.3207 10.0286 1.73008 1.73008
axon 15 axon 0 14.3729 30.3207 10.4243 1.71925 1.71925
axon 15 axon 0 14.3729 30.3207 10.8199 1.70842 1.70842
axon 15 axon 0 14.3729 30.3207 11.2156 1.69759 1.69759
axon 15 axon 0 14.2859 30.3382 11.5911 1.68443 1.68443
axon 15 axon 0 14.199 30.3557 11.9666 1.67128 1.67128
axon 15 axon 0 14.1121 30.3732 12.3421 1.65813 1.65813
axon 15 axon 0 14.0252 30.3907 12.7176 1.64497 1.64497
axon 15 axon 0 13.9391 30.408 13.0892 1.65376 1.65376
axon 15 axon 0 13.8531 30.4253 13.4608 1.66254 1.66254
axon 15 axon 0 13.767 30.4427 13.8324 1.67132 1.67132
axon 15 axon 0 13.681 30.46 14.204 1.6801 1.6801
axon 15 axon 0 13.595 30.4773 14.5756 1.66912 1.66912
axon 15 axon 0 13.5089 30.4947 14.9473 1.65815 1.65815
axon 15 axon 0 13.4229 30.512 15.3189 1.64718 1.64718
axon 15 axon 0 13.3369 30.5293 15.6905 1.63621 1.63621
axon 15 axon 0 13.2531 30.5462 16.0524 1.62948 1.62948
axon 15 axon 0 13.1693 30.5631 16.4143 1.62275 1.62275
axon 15 axon 0 13.0855 30.5799 16.7762 1.61602 1.61602
axon 15 axon 0 13.0017 30.5968 17.1381 1.60929 1.60929
axon 15 axon 0 12.9179 30.6137 17.5001 1.61613 1.61613
axon 15 axon 0 12.8341 30.6306 17.8622 1.62298 1.62298
axon 15 axon 0 12.7503 30.6475 18.2242 1.62982 1.62982
axon 15 axon 0 12.6665 30.6643 18.5862 1.63666 1.63666
axon 15 axon 0 12.5827 30.6812 18.9482 1.63567 1.63567
axon 15 axon 0 12.4989 30.6981 19.3102 1.63468 1.63468
axon 15 axon 0 12.4151 30.715 19.6722 1.6337 1.6337
axon 15 axon 0 12.3313 30.7319 20.0342 1.63271 1.63271
axon 15 axon 0 12.2473 30.7488 20.3968 1.63432 1.63432
axon 15 axon 0 12.1634 30.7657 20.7593 1.63593 1.63593
axon 15 axon 0 12.0794 30.7826 21.1219 1.63754 1.63754
axon 15 axon 0 11.9955 30.7995 21.4845 1.49014 1.49014
axon 15 axon 0 12.0265 30.7932 21.8557 1.48489 1.48489
axon 15 axon 0 12.0574 30.787 22.2269 1.47964 1.47964
axon 15 axon 0 12.0884 30.7808 22.5981 1.62182 1.62182
axon 15 axon 0 12.1193 30.7745 22.9692 1.61605 1.61605
axon 15 axon 0 12.1498 30.7684 23.3352 1.60595 1.60595
axon 15 axon 0 12.1803 30.7623 23.7012 1.59585 1.59585
axon 15 axon 0 12.2108 30.7561 24.0671 1.58575 1.58575
axon 15 axon 0 12.2413 30.75 24.4331 1.57565 1.57565
axon 15 axon 0 12.2711 30.744 24.7899 1.57033 1.57033
axon 15 axon 0 12.3008 30.738 25.1467 1.565 1.565
axon 15 axon 0 12.3306 30.732 25.5035 1.55967 1.55967
axon 15 axon 0 12.3603 30.726 25.8604 1.55434 1.55434
axon 15 axon 0 12.3897 30.7201 26.2123 1.54073 1.54073
axon 15 axon 0 12.419 30.7142 26.5643 1.52712 1.52712
axon 15 axon 0 12.4484 30.7083 26.9163 1.5135 1.5135
axon 15 axon 0 12.4777 30.7024 27.2683 1.49989 1.49989
axon 15 axon 0 12.5068 30.6965 27.6173 1.51016 1.51016
axon 15 axon 0 12.5359 30.6906 27.9662 1.52042 1.52042
axon 15 axon 0 12.565 30.6848 28.3152 1.53069 1.53069
axon 15 axon 0 12.5941 30.6789 28.6641 1.54095 1.54095
axon 15 axon 0 12.6232 30.6731 29.0131 1.53062 1.53062
axon 15 axon 0 12.6523 30.6672 29.3621 1.52029 1.52029
axon 15 axon 0 12.6814 30.6613 29.711 1.50996 1.50996
axon 15 axon 0 12.7105 30.6555 30.06 1.49963 1.49963
axon 15 axon 0 12.7388 30.6498 30.3996 1.49741 1.49741
axon 15 axon 0 12.7671 30.6441 30.7392 1.49519 1.49519
axon 15 axon 0 12.7954 30.6384 31.0788 1.49298 1.49298
axon 15 axon 0 12.8237 30.6327 31.4184 1.49076 1.49076
axon 15 axon 0 12.8365 30.6556 31.7562 1.48261 1.48261
axon 15 axon 0 12.8493 30.6786 32.0939 1.47446 1.47446
axon 15 axon 0 12.862 30.7016 32.4317 1.46632 1.46632
axon 15 axon 0 12.8748 30.7245 32.7695 1.45817 1.45817
axon 15 axon 0 12.8873 30.747 33.0999 1.45144 1.45144
axon 15 axon 0 12.8998 30.7695 33.4303 1.4447 1.4447
axon 15 axon 0 12.9123 30.7919 33.7607 1.43797 1.43797
axon 15 axon 0 12.9248 30.8144 34.0911 1.43124 1.43124
axon 15 axon 0 12.9374 30.837 34.4234 1.44008 1.44008
axon 15 axon 0 12.95 30.8596 34.7558 1.44893 1.44893
axon 15 axon 0 12.9625 30.8822 35.0881 1.45777 1.45777
axon 15 axon 0 12.9751 30.9048 35.4204 1.46662 1.46662
axon 15 axon 0 12.9881 30.9281 35.7629 1.47784 1.47784
axon 15 axon 0 13.001 30.9513 36.1054 1.48906 1.48906
axon 15 axon 0 13.014 30.9746 36.4479 1.50028 1.50028
axon 15 axon 0 13.0269 30.9979 36.7904 1.5115 1.5115
axon 15 axon 0 13.0399 31.0212 37.1328 1.50556 1.50556
axon 15 axon 0 13.0528 31.0445 37.4753 1.49961 1.49961
axon 15 axon 0 13.0658 31.0678 37.8178 1.49367 1.49367
axon 15 axon 0 13.0787 31.0911 38.1603 1.48773 1.48773
axon 15 axon 0 13.0919 31.1146 38.5068 1.49814 1.49814
axon 15 axon 0 13.105 31.1382 38.8534 1.50854 1.50854
axon 15 axon 0 13.1181 31.1617 39.1999 1.51894 1.51894
axon 15 axon 0 13.1312 31.1853 39.5464 1.52935 1.52935
axon 15 axon 0 13.1445 31.2093 39.8988 1.53584 1.53584
axon 15 axon 0 13.1578 31.2332 40.2513 1.54233 1.54233
axon 15 axon 0 13.1712 31.2572 40.6037 1.54883 1.54883
axon 15 axon 0 13.1845 31.2811 40.9561 1.55532 1.55532
axon 15 axon 0 13.2065 31.2634 41.3084 1.55493 1.55493
axon 15 axon 0 13.2285 31.2456 41.6608 1.55454 1.55454
axon 15 axon 0 13.2505 31.2278 42.0131 1.55415 1.55415
axon 15 axon 0 13.2725 31.2101 42.3655 1.55376 1.55376
axon 15 axon 0 13.2944 31.1923 42.7175 1.54373 1.54373
axon 15 axon 0 13.3164 31.1745 43.0695 1.53369 1.53369
axon 15 axon 0 13.3383 31.1568 43.4215 1.52365 1.52365
axon 15 axon 0 13.3603 31.139 43.7735 1.51361 1.51361
axon 15 axon 0 13.3817 31.1217 44.1164 1.51251 1.51251
axon 15 axon 0 13.4031 31.1045 44.4593 1.51141 1.51141
axon 15 axon 0 13.4245 31.0872 44.8022 1.51032 1.51032
axon 15 axon 0 13.4459 31.0699 45.1451 1.50922 1.50922
axon 15 axon 0 13.4672 31.0526 45.487 1.4972 1.4972
axon 15 axon 0 13.4886 31.0354 45.8289 1.48519 1.48519
axon 15 axon 0 13.5099 31.0181 46.1708 1.47317 1.47317
axon 15 axon 0 13.5312 31.0009 46.5127 1.46115 1.46115
axon 15 axon 0 13.553 30.9833 46.8617 1.481 1.481
axon 15 axon 0 13.5748 30.9657 47.2107 1.50086 1.50086
axon 15 axon 0 13.5966 30.9481 47.5597 1.52071 1.52071
axon 15 axon 0 13.6184 30.9305 47.9087 1.54057 1.54057
axon 15 axon 0 13.6402 30.9128 48.2591 1.54207 1.54207
axon 15 axon 0 13.6621 30.8951 48.6095 1.54357 1.54357
axon 15 axon 0 13.6839 30.8775 48.9598 1.54507 1.54507
axon 15 axon 0 13.7058 30.8598 49.3102 1.54657 1.54657
axon 16 axon 0 3.34566 17.4525 0 1.7871 1.7871
axon 16 axon 0 3.34566 17.4525 0.414825 1.79664 1.79664
axon 16 axon 0 3.34566 17.4525 0.829649 1.80617 1.80617
axon 16 axon 0 3.34566 17.4525 1.24447 1.8157 1.8157
axon 16 axon 0 3.34566 17.4525 1.6593 1.82523 1.82523
axon 16 axon 0 3.34566 17.4525 2.08266 1.83462 1.83462
axon 16 axon 0 3.34566 17.4525 2.50603 1.84402 1.84402
axon 16 axon 0 3.34566 17.4525 2.9294 1.85341 1.85341
axon 16 axon 0 3.34566 17.4525 3.35276 1.86281 1.86281
axon 16 axon 0 3.34566 17.4525 3.77613 1.85923 1.85923
axon 16 axon 0 3.34566 17.4525 4.19949 1.85564 1.85564
axon 16 axon 0 3.34566 17.4525 4.62286 1.85206 1.85206
axon 16 axon 0 3.34566 17.4525 5.04622 1.84848 1.84848
axon 16 axon 0 3.34566 17.4525 5.47183 1.85452 1.85452
axon 16 axon 0 3.34566 17.4525 5.89743 1.86057 1.86057
axon 16 axon 0 3.34566 17.4525 6.32304 1.86661 1.86661
axon 16 axon 0 3.34566 17.4525 6.74864 1.87266 1.87266
axon 16 axon 0 3.34566 17.4525 7.17424 1.86506 1.86506
axon 16 axon 0 3.34566 17.4525 7.59985 1.85747 1.85747
axon 16 axon 0 3.34566 17.4525 8.02545 1.84988 1.84988
axon 16 axon 0 3.34566 17.4525 8.45105 1.84229 1.84229
axon 16 axon 0 3.34566 17.4525 8.86976 1.83707 1.83707
axon 16 axon 0 3.34566 17.4525 9.28846 1.83184 1.83184
axon 16 axon 0 3.34566 17.4525 9.70716 1.82662 1.82662
axon 16 axon 0 3.34566 17.4525 10.1259 1.8214 1.8214
axon 16 axon 0 3.34566 17.4525 10.5398 1.81515 1.81515
axon 16 axon 0 3.34566 17.4525 10.9538 1.80889 1.80889
axon 16 axon 0 3.34566 17.4525 11.3677 1.80264 1.80264
axon 16 axon 0 3.34566 17.4525 11.7817 1.79639 1.79639
axon 16 axon 0 3.34566 17.4525 12.1936 1.80046 1.80046
axon 16 axon 0 3.34566 17.4525 12.6056 1.80453 1.80453
axon 16 axon 0 3.34566 17.4525 13.0176 1.8086 1.8086
axon 16 axon 0 3.34566 17.4525 13.4296 1.81267 1.81267
axon 16 axon 0 3.34566 17.4525 13.8415 1.80119 1.80119
axon 16 axon 0 3.34566 17.4525 14.2535 1.78971 1.78971
axon 16 axon 0 3.34566 17.4525 14.6655 1.77823 1.77823
axon 16 axon 0 3.34566 17.4525 15.0774 1.76675 1.76675
axon 16 axon 0 3.34566 17.4525 15.4814 1.76941 1.76941
axon 16 axon 0 3.34566 17.4525 15.8854 1.77207 1.77207
axon 16 axon 0 3.34566 17.4525 16.2893 1.77473 1.77473
axon 16 axon 0 3.34566 17.4525 16.6933 1.77739 1.77739
axon 16 axon 0 3.34566 17.4525 17.0991 1.77947 1.77947
axon 16 axon 0 3.34566 17.4525 17.5049 1.78154 1.78154
axon 16 axon 0 3.34566 17.4525 17.9108 1.78362 1.78362
axon 16 axon 0 3.34566 17.4525 18.3166 1.78569 1.78569
axon 16 axon 0 3.34566 17.4525 18.7225 1.77528 1.77528
axon 16 axon 0 3.34566 17.4525 19.1283 1.76486 1.76486
axon 16 axon 0 3.34566 17.4525 19.5341 1.75445 1.75445
axon 16 axon 0 3.34566 17.4525 19.94 1.74403 1.74403
axon 16 axon 0 3.34566 17.4525 20.3363 1.73211 1.73211
axon 16 axon 0 3.34566 17.4525 20.7327 1.7202 1.7202
axon 16 axon 0 3.34566 17.4525 21.1291 1.70828 1.70828
axon 16 axon 0 3.34566 17.4525 21.5255 1.69636 1.69636
axon 16 axon 0 3.34566 17.4525 21.911 1.68954 1.68954
axon 16 axon 0 3.34566 17.4525 22.2965 1.68272 1.68272
axon 16 axon 0 3.34566 17.4525 22.6821 1.6759 1.6759
axon 16 axon 0 3.34566 17.4525 23.0676 1.66908 1.66908
axon 16 axon 0 3.31644 17.4628 23.4499 1.52152 1.52152
axon 16 axon 0 3.28722 17.4732 23.8321 1.5257 1.5257
axon 16 axon 0 3.258 17.4835 24.2144 1.52988 1.52988
axon 16 axon 0 3.22878 17.4939 24.5966 1.53406 1.53406
axon 16 axon 0 3.23055 17.4932 24.9801 1.49065 1.49065
axon 16 axon 0 3.23231 17.4926 25.3637 1.44724 1.44724
axon 16 axon 0 3.23408 17.492 25.7472 1.40383 1.40383
axon 16 axon 0 3.23584 17.4914 26.1307 1.36042 1.36042
axon 16 axon 0 3.26068 17.5414 26.4662 1.3232 1.3232
axon 16 axon 0 3.28553 17.5914 26.8016 1.28598 1.28598
axon 16 axon 0 3.31037 17.6415 27.1371 1.37364 1.37364
axon 16 axon 0 3.33521 17.6915 27.4726 1.33269 1.33269
axon 16 axon 0 3.3581 17.7376 27.7817 1.34423 1.34423
axon 16 axon 0 3.38099 17.7837 28.0909 1.35577 1.35577
axon 16 axon 0 3.40388 17.8299 28.4 1.36732 1.36732
axon 16 axon 0 3.42677 17.876 28.7091 1.37886 1.37886
axon 16 axon 0 3.44966 17.9221 29.0182 1.37039 1.37039
axon 16 axon 0 3.47255 17.9682 29.3273 1.36192 1.36192
axon 16 axon 0 3.49544 18.0143 29.6365 1.35345 1.35345
axon 16 axon 0 3.51833 18.0604 29.9456 1.34498 1.34498
axon 16 axon 0 3.54066 18.1054 30.2471 1.34085 1.34085
axon 16 axon 0 3.56299 18.1504 30.5486 1.33673 1.33673
axon 16 axon 0 3.58531 18.1953 30.8502 1.3326 1.3326
axon 16 axon 0 3.60764 18.2403 31.1517 1.32847 1.32847
axon 16 axon 0 3.62969 18.2847 31.4495 1.32602 1.32602
axon 16 axon 0 3.65175 18.3292 31.7473 1.32356 1.32356
axon 16 axon 0 3.6738 18.3736 32.0451 1.32111 1.32111
axon 16 axon 0 3.69585 18.418 32.343 1.31865 1.31865
axon 16 axon 0 3.68992 18.4016 32.6422 1.31435 1.31435
axon 16 axon 0 3.68399 18.3853 32.9413 1.31004 1.31004
axon 16 axon 0 3.67805 18.3689 33.2405 1.30574 1.30574
axon 16 axon 0 3.67212 18.3526 33.5397 1.30143 1.30143
axon 16 axon 0 3.66704 18.3734 33.8347 1.28951 1.28951
axon 16 axon 0 3.66196 18.3942 34.1297 1.27758 1.27758
axon 16 axon 0 3.65688 18.415 34.4247 1.26566 1.26566
axon 16 axon 0 3.6518 18.4358 34.7197 1.25374 1.25374
axon 16 axon 0 3.64664 18.457 35.0199 1.27138 1.27138
axon 16 axon 0 3.64147 18.4782 35.3201 1.28903 1.28903
axon 16 axon 0 3.6363 18.4994 35.6203 1.18789 1.18789
axon 16 axon 0 3.63113 18.5205 35.9205 1.20394 1.20394
axon 16 axon 0 3.62596 18.5417 36.2207 1.19833 1.19833
axon 16 axon 0 3.6208 18.5629 36.5209 1.19273 1.19273
axon 16 axon 0 3.61563 18.5841 36.8211 1.18713 1.18713
axon 16 axon 0 3.61046 18.6053 37.1213 1.18153 1.18153
axon 16 axon 0 3.60537 18.6261 37.4169 1.30081 1.30081
axon 16 axon 0 3.60028 18.647 37.7125 1.30194 1.30194
axon 16 axon 0 3.59519 18.6678 38.0082 1.30307 1.30307
axon 16 axon 0 3.5901 18.6887 38.3038 1.3042 1.3042
axon 16 axon 0 3.58501 18.7095 38.5994 1.28709 1.28709
axon 16 axon 0 3.57992 18.7304 38.8951 1.26998 1.26998
axon 16 axon 0 3.57484 18.7513 39.1907 1.25287 1.25287
axon 16 axon 0 3.56975 18.7721 39.4863 1.23577 1.23577
axon 16 axon 0 3.56492 18.7919 39.7667 1.23607 1.23607
axon 16 axon 0 3.56009 18.8117 40.0471 1.23637 1.23637
axon 16 axon 0 3.55526 18.8315 40.3275 1.23668 1.23668
axon 16 axon 0 3.55044 18.8512 40.6079 1.23698 1.23698
axon 16 axon 0 3.59291 18.8649 40.8954 1.24773 1.24773
axon 16 axon 0 3.63539 18.8786 41.1828 1.25847 1.25847
axon 16 axon 0 3.67786 18.8923 41.4703 1.26921 1.26921
axon 16 axon 0 3.72034 18.906 41.7577 1.27995 1.27995
axon 16 axon 0 3.76281 18.9196 42.0452 1.26829 1.26829
axon 16 axon 0 3.80529 18.9333 42.3326 1.25663 1.25663
axon 16 axon 0 3.84776 18.947 42.6201 1.24497 1.24497
axon 16 axon 0 3.89023 18.9607 42.9075 1.23331 1.23331
axon 16 axon 0 3.93289 18.9744 43.1962 1.24635 1.24635
axon 16 axon 0 3.97555 18.9882 43.4849 1.25938 1.25938
axon 16 axon 0 4.01821 19.0019 43.7736 1.27242 1.27242
axon 16 axon 0 4.06086 19.0156 44.0623 1.28546 1.28546
axon 16 axon 0 4.10528 19.0299 44.3629 1.29875 1.29875
axon 16 axon 0 4.14971 19.0442 44.6636 1.31204 1.31204
axon 16 axon 0 4.19413 19.0585 44.9642 1.32533 1.32533
axon 16 axon 0 4.23855 19.0729 45.2648 1.33862 1.33862
axon 16 axon 0 4.28297 19.0872 45.5655 1.33854 1.33854
axon 16 axon 0 4.32739 19.1015 45.8661 1.33846 1.33846
axon 16 axon 0 4.37181 19.1158 46.1667 1.21671 1.21671
axon 16 axon 0 4.41623 19.1301 46.4674 1.21664 1.21664
axon 16 axon 0 4.46065 19.1444 46.7679 1.20447 1.20447
axon 16 axon 0 4.50506 19.1587 47.0685 1.19229 1.19229
axon 16 axon 0 4.54947 19.173 47.369 1.18012 1.18012
axon 16 axon 0 4.59388 19.1873 47.6696 1.16794 1.16794
axon 16 axon 0 4.63651 19.201 47.9581 1.14622 1.14622
axon 16 axon 0 4.67914 19.2147 48.2467 1.1245 1.1245
axon 16 axon 0 4.72178 19.2285 48.5352 1.10277 1.10277
axon 16 axon 0 4.76441 19.2422 48.8237 1.18915 1.18915
axon 16 axon 0 4.75659 19.2311 49.1053 1.20192 1.20192
axon 16 axon 0 4.74877 19.22 49.3868 1.21468 1.21468
axon 16 axon 0 4.74094 19.2089 49.6683 1.22744 1.22744
axon 16 axon 0 4.73312 19.1977 49.9499 1.24021 1.24021
axon 17 axon 0 29.8138 34.6412 0 1.7454 1.7454
axon 17 axon 0 29.8138 34.6412 0.396683 1.73877 1.73877
axon 17 axon 0 29.8138 34.6412 0.793365 1.73214 1.73214
axon 17 axon 0 29.8138 34.6412 1.19005 1.72551 1.72551
axon 17 axon 0 29.8138 34.6412 1.58673 1.71888 1.71888
axon 17 axon 0 29.8138 34.6412 1.9811 1.72296 1.72296
axon 17 axon 0 29.8138 34.6412 2.37546 1.72704 1.72704
axon 17 axon 0 29.8138 34.6412 2.76982 1.73112 1.73112
axon 17 axon 0 29.8138 34.6412 3.16419 1.7352 1.7352
axon 17 axon 0 29.8138 34.6412 3.55855 1.73383 1.73383
axon 17 axon 0 29.8138 34.6412 3.95292 1.73246 1.73246
axon 17 axon 0 29.8138 34.6412 4.34728 1.73108 1.73108
axon 17 axon 0 29.8138 34.6412 4.74165 1.72971 1.72971
axon 17 axon 0 29.8138 34.6412 5.13476 1.72795 1.72795
axon 17 axon 0 29.8138 34.6412 5.52788 1.72619 1.72619
axon 17 axon 0 29.8138 34.6412 5.92099 1.72443 1.72443
axon 17 axon 0 29.8138 34.6412 6.31411 1.72267 1.72267
axon 17 axon 0 29.8138 34.6412 6.70563 1.71878 1.71878
axon 17 axon 0 29.8138 34.6412 7.09714 1.7149 1.7149
axon 17 axon 0 29.8138 34.6412 7.48866 1.71101 1.71101
axon 17 axon 0 29.8138 34.6412 7.88018 1.70712 1.70712
axon 17 axon 0 29.8138 34.6412 8.27195 1.71129 1.71129
axon 17 axon 0 29.8138 34.6412 8.66372 1.71546 1.71546
axon 17 axon 0 29.8138 34.6412 9.05549 1.71963 1.71963
axon 17 axon 0 29.8138 34.6412 9.44727 1.7238 1.7238
axon 17 axon 0 29.8138 34.6412 9.83904 1.71467 1.71467
axon 17 axon 0 29.8138 34.6412 10.2308 1.70554 1.70554
axon 17 axon 0 29.8138 34.6412 10.6226 1.69642 1.69642
axon 17 axon 0 29.8138 34.6412 11.0144 1.68729 1.68729
axon 17 axon 0 29.8039 34.632 11.4001 1.6901 1.6901
axon 17 axon 0 29.7939 34.6227 11.7859 1.6929 1.6929
axon 17 axon 0 29.784 34.6134 12.1717 1.69571 1.69571
axon 17 axon 0 29.774 34.6042 12.5575 1.69852 1.69852
axon 17 axon 0 29.7639 34.5947 12.9498 1.70563 1.70563
axon 17 axon 0 29.7538 34.5853 13.342 1.71274 1.71274
axon 17 axon 0 29.7437 34.5759 13.7343 1.71986 1.71986
axon 17 axon 0 29.7336 34.5665 14.1265 1.72697 1.72697
axon 17 axon 0 29.7235 34.5571 14.5194 1.72768 1.72768
axon 17 axon 0 29.7134 34.5476 14.9123 1.72838 1.72838
axon 17 axon 0 29.7033 34.5382 15.3052 1.72909 1.72909
axon 17 axon 0 29.6931 34.5287 15.6981 1.7298 1.7298
axon 17 axon 0 29.6828 34.5191 16.0978 1.73733 1.73733
axon 17 axon 0 29.6725 34.5095 16.4976 1.74487 1.74487
axon 17 axon 0 29.6622 34.4999 16.8973 1.7524 1.7524
axon 17 axon 0 29.6519 34.4903 17.297 1.75994 1.75994
axon 17 axon 0 29.6416 34.4807 17.6968 1.75549 1.75549
axon 17 axon 0 29.6313 34.4711 18.0965 1.75104 1.75104
axon 17 axon 0 29.621 34.4615 18.4962 1.7466 1.7466
axon 17 axon 0 29.6107 34.4519 18.896 1.74215 1.74215
axon 17 axon 0 29.6005 34.4424 19.2917 1.73203 1.73203
axon 17 axon 0 29.5904 34.4329 19.6874 1.7219 1.7219
axon 17 axon 0 29.5802 34.4234 20.0831 1.71178 1.71178
axon 17 axon 0 29.57 34.4139 20.4788 1.70166 1.70166
axon 17 axon 0 29.5597 34.4044 20.8761 1.71355 1.71355
axon 17 axon 0 29.5495 34.3948 21.2734 1.72544 1.72544
axon 17 axon 0 29.5393 34.3853 21.6707 1.73734 1.73734
axon 17 axon 0 29.529 34.3758 22.068 1.74923 1.74923
axon 17 axon 0 29.5332 34.3796 22.4767 1.76156 1.76156
axon 17 axon 0 29.5374 34.3835 22.8854 1.77389 1.77389
axon 17 axon 0 29.5415 34.3874 23.2942 1.78621 1.78621
axon 17 axon 0 29.5457 34.3913 23.7029 1.79854 1.79854
axon 17 axon 0 29.5499 34.3952 24.1116 1.78458 1.78458
axon 17 axon 0 29.554 34.3991 24.5203 1.77062 1.77062
axon 17 axon 0 29.5582 34.403 24.929 1.75665 1.75665
axon 17 axon 0 29.5624 34.4068 25.3377 1.74269 1.74269
axon 17 axon 0 29.5664 34.4106 25.7377 1.74697 1.74697
axon 17 axon 0 29.5705 34.4144 26.1376 1.75125 1.75125
axon 17 axon 0 29.5746 34.4182 26.5375 1.75553 1.75553
axon 17 axon 0 29.5787 34.422 26.9374 1.7598 1.7598
axon 17 axon 0 29.5827 34.4258 27.3373 1.75919 1.75919
axon 17 axon 0 29.5868 34.4296 27.7372 1.75858 1.75858
axon 17 axon 0 29.5909 34.4334 28.1372 1.75797 1.75797
axon 17 axon 0 29.595 34.4372 28.5371 1.75736 1.75736
axon 17 axon 0 29.599 34.441 28.9364 1.74759 1.74759
axon 17 axon 0 29.6031 34.4448 29.3358 1.73782 1.73782
axon 17 axon 0 29.6072 34.4486 29.7352 1.72805 1.72805
axon 17 axon 0 29.6113 34.4524 30.1345 1.71828 1.71828
axon 17 axon 0 29.6152 34.4561 30.525 1.70866 1.70866
axon 17 axon 0 29.6192 34.4598 30.9155 1.69904 1.69904
axon 17 axon 0 29.6232 34.4636 31.306 1.68942 1.68942
axon 17 axon 0 29.6272 34.4673 31.6964 1.67979 1.67979
axon 17 axon 0 29.6311 34.4709 32.0787 1.68033 1.68033
axon 17 axon 0 29.635 34.4745 32.4609 1.68086 1.68086
axon 17 axon 0 29.6389 34.4782 32.8431 1.6814 1.6814
axon 17 axon 0 29.6428 34.4818 33.2253 1.68193 1.68193
axon 17 axon 0 29.6467 34.4855 33.612 1.68682 1.68682
axon 17 axon 0 29.6507 34.4892 33.9987 1.69171 1.69171
axon 17 axon 0 29.6546 34.4928 34.3853 1.6966 1.6966
axon 17 axon 0 29.6585 34.4965 34.772 1.70149 1.70149
axon 17 axon 0 29.6625 34.5002 35.1587 1.69202 1.69202
axon 17 axon 0 29.6664 34.5039 35.5453 1.68256 1.68256
axon 17 axon 0 29.6704 34.5075 35.932 1.67309 1.67309
axon 17 axon 0 29.6743 34.5112 36.3186 1.66362 1.66362
axon 17 axon 0 29.6782 34.5148 36.6967 1.65246 1.65246
axon 17 axon 0 29.682 34.5184 37.0748 1.6413 1.6413
axon 17 axon 0 29.6859 34.522 37.4528 1.63014 1.63014
axon 17 axon 0 29.6897 34.5256 37.8309 1.61898 1.61898
